0,0.26
1,0.43
2,0.72
3,0.21
4,0.24
5,0.41
6,0.08
7,0.25
8,0.45
9,-0.64
10,-0.21
11,0.58
12,0.18
13,0.13
14,-0.55
15,0.15
16,0.43
17,0.0
18,-0.06
19,0.08
20,-0.42
21,-0.59
22,-0.29
23,-0.91
24,-0.74
25,-1.7
26,-1.43
27,-1.29
28,-1.22
29,-1.69
30,-1.69
31,-0.96
32,-0.95
33,-1.27
34,-1.12
35,-1.61
36,-1.13
37,-0.69
38,-0.24
39,0.33
40,0.71
41,0.19
42,1.33
43,1.01
44,1.1
45,1.15
46,0.91
47,0.83
48,0.64
49,0.56
50,0.07
51,0.71
52,-0.5
53,-0.74
54,-0.54
55,-0.12
56,-0.03
57,-0.06
58,-0.02
59,0.41
60,0.18
61,0.51
62,0.5
63,0.81
64,1.78
65,0.62
66,0.36
67,0.9
68,1.19
69,0.16
70,0.37
71,0.41
72,0.0
73,0.4
74,0.17
75,-0.31
76,-0.34
77,-0.44
78,-0.81
79,-1.16
80,-0.68
81,-0.57
82,-0.67
83,-0.96
84,-0.01
85,-1.14
86,-0.58
87,-0.4
88,-1.3
89,-1.49
90,-1.72
91,-1.27
92,-1.46
93,-1.64
94,-1.65
95,-1.15
96,-1.1
97,-1.14
98,-0.98
99,-0.95
100,-1.04
101,-1.06
102,-1.13
103,-1.06
104,-0.56
105,-1.3
106,-0.56
107,-0.7
108,-0.44
109,0.04
110,0.24
111,0.43
112,1.1
113,0.68
114,0.65
115,1.08
116,0.94
117,0.5
118,1.2
119,0.86
120,1.67
121,1.24
122,0.87
123,0.35
124,1.16
125,0.46
126,0.1
127,-0.13
128,0.05
129,0.26
130,0.36
131,0.59
132,0.68
133,1.07
134,-0.09
135,0.2
136,0.08
137,0.13
138,0.17
139,0.03
140,-0.26
141,-0.08
142,-0.5
143,-0.34
144,0.07
145,-0.02
146,-0.21
147,-0.19
148,0.07
149,0.07
150,-0.25
151,-0.22
152,-0.18
153,0.07
154,-0.47
155,-0.23
156,0.15
157,-0.27
158,0.95
159,-0.23
160,0.05
161,0.36
162,-0.16
163,-0.08
164,-0.3
165,-0.06
166,-0.41
167,-0.7
168,-0.83
169,0.11
170,-0.13
171,-0.28
172,-0.76
173,-0.21
174,-0.05
175,-0.2
176,-0.53
177,-0.63
178,-0.33
179,-0.15
180,-0.47
181,-0.29
182,-0.27
183,-0.14
184,0.09
185,0.63
186,0.81
187,0.88
188,0.83
189,1.19
190,0.86
191,1.21
192,0.67
193,0.4
194,-0.36
195,-1.0
196,-0.45
197,-0.91
198,-0.64
199,-1.13
200,-1.15
201,-1.17
202,-0.52
