7516800, 316.19
8121600, 317.31
8726400, 317.69
9331200, 317.58
9936000, 316.48
10540800, 316.95
11750400, 317.56
12355200, 317.99
15984000, 315.85
16588800, 315.85
17193600, 315.46
17798400, 315.59
18403200, 315.64
19008000, 315.1
19612800, 315.09
20822400, 314.14
21427200, 313.54
26870400, 313.05
27475200, 313.26
28080000, 313.57
28684800, 314.01
29289600, 314.56
29894400, 314.41
30499200, 314.77
31104000, 315.21
31708800, 315.24
32313600, 315.5
32918400, 315.69
33523200, 315.86
34128000, 315.42
35337600, 316.94
35942400, 316.61
36547200, 316.62
37152000, 316.81
38361600, 316.73
38966400, 316.71
39571200, 317.72
40176000, 317.12
40780800, 317.64
41385600, 318.32
41990400, 318.27
42595200, 318.78
43200000, 318.05
43804800, 318.43
45014400, 318.53
45619200, 318.14
46224000, 317.88
46828800, 317.76
47433600, 316.86
48038400, 316.83
48643200, 316.45
49248000, 316.16
49852800, 315.62
50457600, 314.91
51667200, 315.0
52272000, 314.15
52876800, 314.45
53481600, 313.93
54086400, 313.57
54691200, 313.54
55296000, 313.04
55900800, 313.15
56505600, 313.43
57110400, 313.46
57715200, 314.12
58320000, 314.42
58924800, 314.88
59529600, 315.2
60134400, 315.11
60739200, 315.06
61344000, 315.64
61948800, 315.86
62553600, 315.77
63158400, 315.72
63763200, 316.4
64368000, 316.73
64972800, 316.57
65577600, 316.68
66182400, 316.61
66787200, 316.98
67392000, 317.42
67996800, 317.0
68601600, 316.96
69206400, 317.76
69811200, 318.07
70416000, 317.77
71020800, 318.61
71625600, 319.34
72230400, 319.01
72835200, 319.03
73440000, 319.77
74044800, 319.96
74649600, 319.82
75254400, 320.04
75859200, 320.06
76464000, 319.46
77068800, 320.08
77673600, 319.42
78278400, 319.09
78883200, 318.18
79488000, 318.64
80092800, 318.41
80697600, 317.91
81302400, 317.33
81907200, 316.62
82512000, 316.7
83116800, 315.1
83721600, 314.78
84326400, 314.72
84931200, 314.58
85536000, 314.28
86140800, 313.33
86745600, 313.66
87350400, 313.32
87955200, 313.92
88560000, 314.21
89164800, 314.29
89769600, 314.5
90374400, 315.1
90979200, 315.1
91584000, 315.41
92188800, 315.84
92793600, 316.07
93398400, 316.21
94003200, 316.4
94608000, 316.67
95212800, 316.73
95817600, 317.02
96422400, 317.03
97027200, 317.01
97632000, 317.06
98236800, 317.75
98841600, 317.94
99446400, 318.0
100051200, 318.04
100656000, 318.51
101260800, 318.92
101865600, 318.71
102470400, 319.41
103075200, 319.55
103680000, 318.9
104284800, 319.74
104889600, 319.67
105494400, 320.67
106099200, 320.46
106704000, 320.61
107308800, 320.36
107913600, 320.09
108518400, 320.02
109123200, 319.62
109728000, 319.49
110332800, 319.26
110937600, 319.07
111542400, 318.49
112147200, 317.16
112752000, 317.97
113356800, 317.91
113961600, 317.33
114566400, 316.76
115171200, 315.26
115776000, 315.28
116380800, 314.97
116985600, 314.53
117590400, 315.06
118195200, 315.61
118800000, 314.97
119404800, 315.43
120009600, 315.48
120614400, 315.72
121219200, 315.82
121824000, 315.7
122428800, 316.21
123033600, 316.55
123638400, 316.52
124243200, 317.02
124848000, 316.94
125452800, 317.18
126057600, 317.46
126662400, 317.99
127267200, 318.12
127872000, 318.07
128476800, 317.78
129081600, 318.08
129686400, 318.35
130291200, 318.92
130896000, 319.38
131500800, 319.28
132105600, 319.46
132710400, 319.95
133315200, 319.78
133920000, 320.27
134524800, 320.26
135129600, 321.03
135734400, 320.78
136339200, 320.36
136944000, 320.89
137548800, 320.78
138153600, 321.05
138758400, 321.16
139363200, 320.91
139968000, 320.87
140572800, 320.52
141177600, 320.15
141782400, 320.23
142387200, 320.1
142992000, 319.95
143596800, 319.01
144201600, 318.75
144806400, 318.68
145411200, 317.24
146016000, 317.48
