dates,WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag,sethour,dates,just_dates
2015-08-10,94846,20150810,0,11,BKN017 OVC065, ,5.0, ,BR, ,73, ,22.8, ,70, ,21.3, ,69, ,20.6, ,87, ,0, ,000, , , ,29.17, , , , , ,M, ,SP, , , ,29.89, ,0,2015-08-10,2015-08-10
2015-08-10,94846,20150810,0,11,OVC015, ,6.0, ,-RA BR, ,74, ,23.3, ,71, ,21.4, ,69, ,20.6, ,84, ,3, ,340, , , ,29.16, , , , , ,29.86, ,AA, ,  T, ,29.88, ,0,2015-08-10,2015-08-10
2015-08-11,94846,20150811,0,11,FEW080, ,10.0, , , ,68, ,20.0, ,65, ,18.6, ,64, ,17.8, ,87, ,3, ,310, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, ,0,2015-08-11,2015-08-11
2015-08-12,94846,20150812,0,11,CLR, ,10.0, , , ,64, ,17.8, ,59, ,15.2, ,56, ,13.3, ,75, ,0, ,000, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, ,0,2015-08-12,2015-08-12
2015-08-13,94846,20150813,0,11,CLR, ,10.0, , , ,68, ,20.0, ,64, ,17.6, ,61, ,16.1, ,78, ,5, ,230, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, ,0,2015-08-13,2015-08-13
2015-08-14,94846,20150814,0,11,SCT047 BKN060 BKN080, ,10.0, , , ,74, ,23.3, ,68, ,20.1, ,65, ,18.3, ,74, ,8, ,240, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, ,0,2015-08-14,2015-08-14
2015-08-15,94846,20150815,0,11,FEW020 OVC055CB, ,10.0, ,TS, ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, ,64, ,8, ,200, ,22, ,29.39, , , , , ,M, ,SP, , , ,30.12, ,0,2015-08-15,2015-08-15
2015-08-15,94846,20150815,0,11,BKN055CB BKN100 OVC160, ,10.0, ,TS, ,70, ,21.1, ,65, ,18.3, ,62, ,16.7, ,76, ,15, ,160, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, ,0,2015-08-15,2015-08-15
2015-08-16,94846,20150816,0,11,CLR, ,9.0, , , ,73, ,22.8, ,71, ,21.6, ,70, ,21.1, ,90, ,5, ,190, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, ,0,2015-08-16,2015-08-16
2015-08-17,94846,20150817,0,11,FEW250, ,10.0, , , ,75, ,23.9, ,70, ,21.3, ,68, ,20.0, ,79, ,6, ,220, , , ,29.32, , , , , ,30.02, ,AA, , , ,30.04, ,0,2015-08-17,2015-08-17
2015-08-18,94846,20150818,0,11,FEW080 BKN110 OVC130, ,9.0, ,-RA, ,69, ,20.6, ,68, ,20.1, ,68, ,20.0, ,97, ,7, ,210, , , ,29.19, , , , , ,29.89, ,AA, ,0.05, ,29.91, ,0,2015-08-18,2015-08-18
2015-08-19,94846,20150819,0,11,BKN010 BKN250, ,10.0, , , ,70, ,21.0, ,67, ,19.6, ,66, ,19.0, ,87, ,10, ,190, , , ,28.96, , , , , ,M, ,SP, , , ,29.68, ,0,2015-08-19,2015-08-19
2015-08-19,94846,20150819,0,11,BKN010 BKN250, ,10.0, , , ,69, ,20.6, ,68, ,19.8, ,67, ,19.4, ,93, ,11, ,190, , , ,28.96, , , , , ,29.66, ,AA, , , ,29.68, ,0,2015-08-19,2015-08-19
2015-08-20,94846,20150820,0,11,SCT022 BKN029 OVC040, ,10.0, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, ,81, ,15, ,240, ,22, ,29.01, , , , , ,M, ,SP, , , ,29.73, ,0,2015-08-20,2015-08-20
2015-08-20,94846,20150820,0,11,BKN020 BKN027 OVC038, ,10.0, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, ,81, ,11, ,240, ,23, ,29.0, , , , , ,M, ,SP, , , ,29.72, ,0,2015-08-20,2015-08-20
2015-08-20,94846,20150820,0,11,OVC018, ,10.0, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, ,81, ,15, ,240, ,21, ,29.0, , , , , ,29.71, ,AA, , , ,29.72, ,0,2015-08-20,2015-08-20
2015-08-21,94846,20150821,0,11,CLR, ,10.0, , , ,59, ,15.0, ,55, ,12.8, ,52, ,11.1, ,78, ,5, ,240, , , ,29.33, , , , , ,30.04, ,AA, , , ,30.05, ,0,2015-08-21,2015-08-21
2015-08-22,94846,20150822,0,11,CLR, ,10.0, , , ,65, ,18.3, ,61, ,16.0, ,58, ,14.4, ,78, ,8, ,180, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, ,0,2015-08-22,2015-08-22
2015-08-23,94846,20150823,0,11,BKN035 BKN041 OVC060, ,10.0, , , ,71, ,21.7, ,63, ,17.3, ,58, ,14.4, ,64, ,8, ,160, , , ,29.21, , , , , ,29.91, ,AA, , , ,29.93, ,0,2015-08-23,2015-08-23
2015-08-24,94846,20150824,0,11,FEW055, ,10.0, , , ,59, ,15.0, ,55, ,12.5, ,51, ,10.6, ,75, ,7, ,250, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, ,0,2015-08-24,2015-08-24
2015-08-25,94846,20150825,0,11,OVC044, ,10.0, , , ,61, ,16.1, ,53, ,11.7, ,46, ,7.8, ,58, ,13, ,300, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, ,0,2015-08-25,2015-08-25
2015-08-26,94846,20150826,0,11,FEW030, ,10.0, , , ,58, ,14.4, ,54, ,12.3, ,51, ,10.6, ,78, ,8, ,320, , , ,29.36, , , , , ,30.08, ,AA, , , ,30.08, ,0,2015-08-26,2015-08-26
2015-08-27,94846,20150827,0,11,CLR, ,10.0, , , ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, ,90, ,3, ,260, , , ,29.44, , , , , ,30.16, ,AA, , , ,30.16, ,0,2015-08-27,2015-08-27
2015-08-28,94846,20150828,0,11,SCT250, ,8.0, , , ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, ,90, ,3, ,150, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, ,0,2015-08-28,2015-08-28
2015-08-29,94846,20150829,0,11,BKN060 OVC130, ,10.0, , , ,68, ,20.0, ,65, ,18.2, ,63, ,17.2, ,84, ,5, ,130, , , ,29.34, , , , , ,30.05, ,AA, , , ,30.06, ,0,2015-08-29,2015-08-29
2015-08-30,94846,20150830,0,11,SCT005 OVC047, ,3.0, ,BR, ,65, ,18.3, ,64, ,17.9, ,64, ,17.8, ,97, ,3, ,120, , , ,29.3, , , , , ,M, ,SP, , , ,30.02, ,0,2015-08-30,2015-08-30
2015-08-30,94846,20150830,0,11,BKN005 OVC047, ,3.0, ,BR, ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,30.03, ,0,2015-08-30,2015-08-30
2015-08-30,94846,20150830,0,11,BKN005 OVC047, ,3.0, ,BR, ,65, ,18.3, ,64, ,17.9, ,64, ,17.8, ,97, ,0, ,000, , , ,29.31, , , , , ,30.02, ,AA, , , ,30.03, ,0,2015-08-30,2015-08-30
2015-08-31,94846,20150831,0,11,BKN023, ,3.0, ,BR, ,63, ,17.2, ,63, ,17.2, ,63, ,17.2, ,100, ,3, ,150, , , ,29.31, , , , , ,M, ,SP, , , ,30.03, ,0,2015-08-31,2015-08-31
2015-08-31,94846,20150831,0,11,SCT022, ,3.0, ,BR, ,63, ,17.2, ,63, ,17.2, ,63, ,17.2, ,100, ,0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,30.03, ,0,2015-08-31,2015-08-31
2015-08-31,94846,20150831,0,11,BKN023, ,3.0, ,BR, ,64, ,18.0, ,63, ,17.4, ,63, ,17.0, ,97, ,0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,30.03, ,0,2015-08-31,2015-08-31
2015-08-31,94846,20150831,0,11,BKN023, ,3.0, ,BR, ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,0, ,000, , , ,29.31, , , , , ,30.02, ,AA, , , ,30.03, ,0,2015-08-31,2015-08-31
