dates,WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag,sethour,dates,just_dates
2015-08-01 22:00:00,94846,20150801,22,11,CLR, ,10.0, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, ,71, ,9, ,250, , , ,29.17, , , , , ,29.87, ,AA, , , ,29.89, ,22,2015-08-01 22:00:00,2015-08-01
2015-08-02 22:00:00,94846,20150802,22,11,FEW016 SCT027CB OVC095, ,2.0, ,TSRA, ,68, ,20.0, ,67, ,19.2, ,66, ,18.9, ,93, ,5, ,330, ,18, ,29.03, , , , , ,M, ,SP, , , ,29.75, ,22,2015-08-02 22:00:00,2015-08-02
2015-08-02 22:00:00,94846,20150802,22,11,FEW016 SCT027CB OVC060, ,3.0, ,TSRA, ,68, ,20.0, ,67, ,19.6, ,67, ,19.4, ,97, ,6, ,010, , , ,28.99, , , , , ,M, ,SP, , , ,29.71, ,22,2015-08-02 22:00:00,2015-08-02
2015-08-02 22:00:00,94846,20150802,22,11,FEW012 SCT024CB OVC090, ,6.0, ,-TSRA, ,68, ,20.0, ,67, ,19.6, ,67, ,19.4, ,97, ,3, ,VR , , , ,29.0, , , , , ,M, ,SP, , , ,29.72, ,22,2015-08-02 22:00:00,2015-08-02
2015-08-02 22:00:00,94846,20150802,22,11,FEW030CB BKN055 OVC080, ,10.0, ,TS, ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, ,90, ,7, ,190, , , ,29.01, , , , , ,29.71, ,AA, ,0.10, ,29.73, ,22,2015-08-02 22:00:00,2015-08-02
2015-08-03 22:00:00,94846,20150803,22,11,FEW070, ,10.0, , , ,68, ,20.0, ,61, ,16.0, ,56, ,13.3, ,66, ,6, ,260, , , ,29.19, , , , , ,29.90, ,AA, , , ,29.91, ,22,2015-08-03 22:00:00,2015-08-03
2015-08-04 22:00:00,94846,20150804,22,11,SCT250, ,10.0, , , ,67, ,19.4, ,62, ,16.4, ,58, ,14.4, ,73, ,0, ,000, , , ,29.32, , , , , ,30.02, ,AA, , , ,30.04, ,22,2015-08-04 22:00:00,2015-08-04
2015-08-05 22:00:00,94846,20150805,22,11,OVC300, ,10.0, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, ,84, ,8, ,050, , , ,29.27, , , , , ,29.98, ,AA, , , ,29.99, ,22,2015-08-05 22:00:00,2015-08-05
2015-08-06 22:00:00,94846,20150806,22,11,BKN150 BKN250, ,10.0, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, ,73, ,3, ,080, , , ,29.22, , , , , ,29.92, ,AA, , , ,29.94, ,22,2015-08-06 22:00:00,2015-08-06
2015-08-07 22:00:00,94846,20150807,22,11,SCT040 SCT050 BKN060, ,10.0, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, ,62, ,9, ,190, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, ,22,2015-08-07 22:00:00,2015-08-07
2015-08-08 22:00:00,94846,20150808,22,11,SCT008 BKN020 BKN140, ,7.0, , , ,70, ,21.0, ,67, ,19.6, ,66, ,19.0, ,87, ,5, ,050, , , ,29.24, , , , , ,M, ,SP, , , ,29.96, ,22,2015-08-08 22:00:00,2015-08-08
2015-08-08 22:00:00,94846,20150808,22,11,SCT008 BKN020 BKN140, ,7.0, , , ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, ,90, ,6, ,040, , , ,29.24, , , , , ,29.95, ,AA, , , ,29.96, ,22,2015-08-08 22:00:00,2015-08-08
2015-08-09 22:00:00,94846,20150809,22,11,OVC060, ,9.0, , , ,73, ,22.8, ,70, ,20.9, ,68, ,20.0, ,84, ,5, ,190, , , ,29.19, , , , , ,29.89, ,AA, , , ,29.91, ,22,2015-08-09 22:00:00,2015-08-09
2015-08-10 22:00:00,94846,20150810,22,11,FEW050 FEW120, ,10.0, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, ,84, ,6, ,300, , , ,29.2, , , , , ,29.90, ,AA, , , ,29.92, ,22,2015-08-10 22:00:00,2015-08-10
2015-08-11 22:00:00,94846,20150811,22,11,CLR, ,10.0, , , ,67, ,19.4, ,60, ,15.2, ,54, ,12.2, ,63, ,3, ,270, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.1, ,22,2015-08-11 22:00:00,2015-08-11
2015-08-12 22:00:00,94846,20150812,22,11,CLR, ,10.0, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, ,76, ,5, ,210, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.1, ,22,2015-08-12 22:00:00,2015-08-12
2015-08-13 22:00:00,94846,20150813,22,11,BKN070 BKN250, ,10.0, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, ,71, ,11, ,240, , , ,29.34, , , , , ,30.05, ,AA, , , ,30.06, ,22,2015-08-13 22:00:00,2015-08-13
2015-08-14 22:00:00,94846,20150814,22,11,FEW120 OVC180, ,10.0, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, ,84, ,9, ,260, , , ,29.37, , , , , ,M, ,SP, , , ,30.09, ,22,2015-08-14 22:00:00,2015-08-14
2015-08-14 22:00:00,94846,20150814,22,11,BKN110 BKN150, ,10.0, , , ,69, ,20.6, ,66, ,19.1, ,65, ,18.3, ,87, ,10, ,260, ,20, ,29.38, , , , , ,30.09, ,AA, ,  T, ,30.1, ,22,2015-08-14 22:00:00,2015-08-14
2015-08-15 22:00:00,94846,20150815,22,11,CLR, ,10.0, , , ,74, ,23.3, ,71, ,21.8, ,70, ,21.1, ,87, ,3, ,200, , , ,29.37, , , , , ,30.08, ,AA, , , ,30.09, ,22,2015-08-15 22:00:00,2015-08-15
2015-08-16 22:00:00,94846,20150816,22,11,CLR, ,10.0, , , ,76, ,24.4, ,70, ,21.1, ,67, ,19.4, ,74, ,3, ,220, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, ,22,2015-08-16 22:00:00,2015-08-16
